artist_name|title|release|track_id|start_of_fade_out|duration|year|artist_location
Furry Lewis|Good Looking Girl Blues|In His Prime 1927-1928|TRACDLK12903CE71B7|171.493|171.49342|0|Greenwood, MS
Jo-El Sonnier|Cajun Blood|Cajun Blood|TRACDSI128F425C0B4|216.967|233.01179|0|Rayne, LA
Naughty By Nature;Naughty By Nature featuring Zhane|Jamboree|Nineteen Naughty Nine Nature's Fury|TRACDWG128F428B068|203.099|213.91628|0|East Orange, NJ
Murskahumppa|Poikamies (2009)|Poikamies (2009)|TRACDZL12903D024D2|143.267|145.76281|0|
Vanessa Bell Armstrong|Til The Victory's Won|Walking Miracle|TRACEBJ128EF343585|225.617|231.54893|0|Detroit, MI
Radiohead|Subterranean Homesick Alien|OK Computer (Collector's Edition)|TRACECN128F9310E97|256.354|267.20608|1997|Oxford, UK
Dave Hollister|Tell Me Why|Things In The Game Done Changed|TRACEDP128F145F7BB|291.358|305.34485|2006|LOWELL
Seamus Egan|Lullaby|When Juniper Sleeps|TRACEGL12903CEE923|195.971|205.21751|0|
Arthur Tracy|Dance_ Gypsy_ Dance|Street Singer|TRACEPP128F93576FC|155.783|161.38404|0|Kamenetz-Podolsk, Moldavia
Angelo Badalamenti|Love Me|The Edge Of Love|TRACEQQ128F426C3E3|163.051|168.51546|0|New Jersey
C.C. Adcock|Good Loving|C.C. Adcock|TRACETS128F9313A75|119.049|121.0771|0|Louisiana
DMX|Damien|It's Dark And Hell Is Hot|TRACFAP128E07862C1|216.195|222.09261|1998|
James Horner|The President's Speech|Deep Impact - Music from the Motion Picture|TRACFBD128F426CC34|247.13|269.7922|1998|Los Angeles, CA
Kitaro|Trong Com|Heaven & Earth|TRACFCQ128F4214EB6|43.52|43.51955|1993|Toyohashi, Japan
Las Ketchup|Doble Bombo|Un Blodymary|TRACFDC128F147F1C6|167.869|171.80689|2006|
C-Side & Petit Mal|Mudhump|Swarm Warnings|TRACFEG128F426F4F3|205.357|212.47955|0|Nashua USA
Don Gibson|A Legend In My Time|Country Greats|TRACFFX128F421E641|143.29|152.58077|1987|Shelby, North Carolina
Jewel|Serve The Ego (Hani Num Dub)|Serve The Ego|TRACFHZ128F4227BA4|520.557|529.91955|0|Payson, UT
John Legend [feat. Buju Banton]|Fall In Love [Rub A Dub Mix]|Strictly The Best Vol. 40|TRACFJE128F934C8D5|177.325|184.73751|0|Hawaii
Izzy|Going Home|Ascolta|TRACFNG128F146A7F3|263.924|277.10649|0|
Nick Cave & The Bad Seeds|Still In Love|Nocturama|TRACFOJ128F4253EFA|275.418|283.74159|2003|
Bury Your Dead|Closed Eyes|It's Nothing Personal|TRACFOV128F9340D81|283.51|290.63791|2009|Boston, Massachusetts
Our Time Down Here|Big Guys Throw Cones|Live_ Love_ Let Go|TRACFQB12903D06042|75.493|75.49342|0|Great Britain / UK
Pee Wee King|Railroad Boogie|Black Diamond Express To Hell|TRACFRC12903CFEDD6|146.402|154.69669|0|Milwaukee, WI
The Nelons|I've Won (Introduction - Speaking)|Hallelujah Live|TRACFVO128F9300F29|91.951|91.95057|0|
Bersuit Vergarabat|Sencillamente|Testosterona|TRACFXL128F930B28B|295.753|307.35628|2005|Buenos Aires
G-Unit|Poppin' Them Thangs|Hot Joints 2|TRACFYQ128E0784150|235.166|242.52036|2003|ABD
Saosin|Bury Your Head|Saosin EP|TRACFZI128E0795424|200.789|212.29669|2005|California
John Williams|American Journey/IV. Arts and Sports|An American Journey|TRACFZM128F4295740|154.883|157.28281|0|NEW YORK, New York
Pardesi|Shuncata Penda|Pump Up The Bhangra|TRACGAM128F92FBA44|288.595|309.26322|0|
Baby Grand|Melodica|Future Chill|TRACGDB128F93509E0|285.658|294.55628|0|California
DJ Ostkurve|Sailing|Top of the Mountains Vol. 5|TRACGFA128F9364E0C|197.95|207.43791|0|
Roy Rogers|Hi Ho Silver|A Cowboy's Songbook|TRACGHL128F933FF2D|147.708|154.53995|0|Redding, CA
Reni|Slamka Spasa|Reni 2001|TRACGHY12903CE8831|218.546|222.14485|0|Manchester, England
Leonard Kwan|Kanaka 'o Mose|Ke'ala's Mele|TRACGLI12903CE2C06|185.522|202.91873|0|
Steve Riley & The Mamou Playboys|Between Eunice & Opelousas|La Toussaint|TRACGOI128F92FE771|172.263|182.22975|1995|
Falco|Monarchy Now|Nachtflug|TRACGXQ128F1457F81|230.609|252.96934|1992|Vienna, Austria
New Roanoke Jug Band|When Those Two Towers Fell|Play It For A Long Time|TRACHAL128F427DD25|166.835|178.20689|0|Virginia
Warren Barfield|Shadow|Reach|TRACHFO12903CB3009|197.416|207.51628|2006|
Dilated Peoples|Big Business|Neighborhood Watch|TRACHHH128E0788A35|147.603|149.91628|2004|Los Angeles, California
Orquesta Broadway|La Sitiera|Tiqui_ Tiqui|TRACHHO12903CF8CCA|213.769|226.66404|0|
Fever Ray|I'm Not Done|Live In Lulea|TRACHKX128F934B07A|256.592|280.24118|2009|Stockholm
Charles Williams|Close Up|Close Up|TRACHOZ12903CCA8B3|59.362|64.05179|0|Texas
Bob Wills|Sittin' On Top of the Wolrd|Bob Wills and His Texas Playboys 1932-1947|TRACHSH12903CEBC2C|193.271|201.76934|0|Kosse, TX
David Martin|It Must Be|Something in Your Eyes|TRACHTD128F92EE238|267.627|286.4322|0|California - SF
The Animals_ Sonny Boy Williamson|Bo Diddley|The Animals with Sonny Boy Williamson|TRACHTO12903CBE58B|457.236|463.49016|1973|Newcastle
MN|The Truth|Speed 002|TRACHYA128F931BF87|364.594|378.06975|0|
T-Bone Walker|Teenage Baby (Digitally Remastered)|Bobby Sox Blues - EP|TRACHYC12903CEAAB6|115.037|123.29751|0|Linden, TX
Floor|Ignis|It\x19s Not The Same|TRACHZE12903CD95D2|141.52|144.92689|2009|
Michael Card|So Many Books ... (The Word Album Version)|Joy in the Journey|TRACICJ128F14ADFB8|154.035|163.082|0|
Walter Jackson|What Would You Do|Welcome Home / The Okeh Years|TRACIEF128F4270573|151.679|156.682|2006|Pensacola, FL
Megadrums|Drummer's Circle|Transformation|TRACIIS128F425DF68|224.253|237.24363|0|
Justin|Kong|Justin In Love With HK Philharmonic Concert Live|TRACIIZ128EF34E497|273.775|275.85261|0|Georgia
Tim Exile|Post-Toxic Finger Disorder|Tim Exile's Nuisance Gabbaret Lounge|TRACIJF128F424317B|80.352|80.3522|2006|
Alex Theory|Lotus Kiss|Gathering The Tribe|TRACIKJ128F4226ABA|293.489|317.88363|0|
Bizzy Bone Presents|Intro|Double R|TRACILD128F930AF53|46.527|50.9122|2004|Columbus, OH
Jerry Reed|When You're Hot_ You're Hot|Les 100 Plus Grands Titres Country|TRACISV12903D13877|132.737|138.4224|0|OCALA, Florida
George Lopez|Church Hangover|El Mas Chingon|TRACJDX12903CD4917|268.347|270.68036|2006|ORANGE, California
Cinder|The Ride (Album)|House Full Of No Trust|TRACJHJ128F1489FAB|211.94|218.61832|2006|
Speedball|No Survivors|Maximum Speed|TRACJJZ12903CCBCDA|203.685|212.21832|1998|Speedball
Johnny Cash|I Got Stripes (Live)|The Legend|TRACJKR12903D02C75|105.03|112.95302|2006|Kingsland, AR
Rui Da Silva|The Contracting Perception Of Consciousness|Praying Mantis|TRACJOQ12903CBBB64|438.433|448.62649|0|London
Hatesex|The Greed Of Our Stare|Unwant|TRACJVT12903CB0F49|287.405|307.87873|0|
Kris Kristofferson|Same Old Song|Original Album Classics|TRACJWY12903CB7DBF|186.746|194.37669|1974|Brownsville, TX
Gary Moore|Rockin' Every Night (Live)|Rockin' Every Night (Gary Moore Live In Japan)|TRACKAK128F1458461|195.158|198.79138|2005|Belfast, Northern Ireland
Christina Aguilera|Walk Away|Christina Aguilera/Stripped|TRACKAP128F425B741|347.846|347.84608|2002|
Maurane / Lara Fabian|Mais La Vie|Quand L'Humain Danse|TRACKKI128F930CA83|177.389|198.86975|2003|Ixelles, Belgium
Rita Chiarelli|Doggin' Around|No-One to Blame|TRACKML128F428C905|229.222|237.7922|2004|
Kiprich|Dem a Talk|Chiney Flava Riddim|TRACKNZ12903CCE63A|202.995|208.3522|0|
Pepe Kalle|Roger Milla (Stadium Mix)|Larger Than Life|TRACKRY128F92EE3C9|351.864|366.13179|0|
Jaime Urrutia|La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07)|En Joy|TRACKVM128F4275B6E|220.317|233.50812|0|
David Tao|Everything's Gone|David Tao|TRACKVZ128F4285793|236.716|242.59873|0|
Goatwhore|Forever Consumed Oblivion|A Haunting Curse|TRACKWV128F934B6B0|219.173|225.64526|2006|New Orleans, LA
Superchumbo|Irresistible! (Maurel & Fauvrelle LESS Mix)|Irresistible!|TRACLCX128F4251463|652.243|673.2273|0|
We Show Up On Radar|Red Balloon|Growing A Girl EP|TRACLDC128F427ADC7|114.875|124.47302|0|nottingham
Gabinete Caligari|El Arte De Amar|4 Rosas Y Que Dios Reparta Suerte|TRACLDF128F423C337|296.832|304.32608|1989|
The Clark Sisters|I Won't Let You Go Till You Bless My Soul (Album Version)|Conqueror|TRACLLH128F92E1F2F|312.692|329.74322|0|
Hank Locklin|Rio Grande Waltz|A Year Of Time|TRACLMN128F92D2B6E|144.446|149.2371|0|McLellan, FL
Tanto Metro & Devonte|Honey I Sugar Pie|Riddim Driven - Adrenaline|TRACLMT12903CA1F5C|201.781|207.33342|2003|
Basic Channel|Phylyps Trak II/II|Phylyps Trak II|TRACLPE128F4287687|773.648|793.62567|1994|Berlin, Germany
Tammy Wynette|Stand By Your Man|Country 100|TRACLRS12903CE9386|152.816|159.60771|1968|Itawamba County, MS
Whitesnake|Young Blood (2007 Digital Remaster)|Saints And Sinners|TRACLRV128EF33FAB8|200.899|209.99791|0|London, England
Chet Atkins|Get Up & Go|The Early Years_ CD C: 1952-1954|TRACLUJ128F422DDA1|166.69|173.68771|0|Luttrell, TN
Eddie Cano|The Trolley Song (Live Album Version)|Eddie Cano at PJ's|TRACLUV128F9342D02|219.986|225.17506|0|
Terry Riley|Acension Final Chord Rising|Atlantis Nath|TRACLXN128F931A74C|132.418|142.41914|2002|Colfax, CA
Mack and Jamie|Slimy Little Troll|Extreme Channel Surfing|TRACMAD128F429742B|63.478|66.42893|0|
Trivium|Upon The Shores [Explicit]|Shogun|TRACMCG128F92CE225|313.295|321.17506|2008|Orlando, FL
Reel Big Fish|Why Do All Girls Think They're Fat (Album)|Monkeys For Nothin' And The Chimps For Free|TRACMFN128F4298DBE|150.285|153.67791|2007|Orange County, CA
Ensiferum|Hero In A Dream|Ensiferum|TRACMHD128F931FB14|215.208|218.61832|1999|Helsinki, Finland
Dylan Kuo|Ji Xiang Yan Chu|Not Anymore|TRACMHS128F148F509|221.304|230.29506|0|
Martin Sexton|Ice Cream Man|Live Wide Open|TRACMIU128F935381D|341.827|352.88771|2001|Syracuse, NY
John Mayall & The Bluesbreakers|Crawling Up A Hill - version 2 - mono_ live|Plays John Mayall (Live At Klooks Kleek)|TRACMIV128F14898A3|142.602|142.602|0|
Luiz Bonfa|A Brazilian in New York|Solo in Rio 1959|TRACMJP128F9349362|297.802|305.65832|0|Rio de Janeiro, Brazil
Chris Standring|Mumbo Jumbo (jazz)|Soul Express|TRACMJZ128F92FD86B|246.886|257.59302|2006|California - LA
Neviss|Epilog|Backseat Travelling|TRACMLI128F424C865|47.119|53.39383|2003|
Red Hot Chili Peppers|Get On Top (Album Version)|Californication|TRACMMG128F146D705|198.06|198.05995|1999|
Charley Patton|Moon Going Down|Essential Delta Blues|TRACMPZ12903CF150B|190.572|196.62322|1930|Edwards, MS
The Race|Raising Children|Raising Children/Go Figure|TRACMSI128E078E15F|214.192|225.17506|2006|
Yahir|No seamos tontos|Con el alma entre las manos|TRACMTI128EF342A56|206.187|216.81587|0|Hermosillo Sonora, Mexico
Brian Dullaghan|My First Day At School|Have Fun Learning - 14 Sing Along & Learn Along Songs|TRACMTN128F92FB689|110.445|110.44526|0|
Gordon MacRae|Do You Ever Think Of Me|Stars Of The Summer Night|TRACMVZ128F429AE0E|173.662|179.59138|0|
The Winans|Everything You Touch Is a Song|Carry me Home - The Power Of Gospel|TRACMXG12903CA2541|309.098|319.60771|0|Detroit, MI
Mario Rosenstock|De Tree Little Pigs|Gift 2|TRACMYR128F425EE37|314.63|319.63383|0|
Jerry Goldsmith|First Blood|Rambo - First Blood|TRACMZA128F423DD3E|268.469|281.28608|1985|Los Angeles, CA
Tom Petty And The Heartbreakers|Mary Jane's Last Dance|Greatest Hits|TRACNAS128F14567C6|262.774|274.20689|0|Gainesville, FL
Winston Reedy|Daughter Of Zion|Love Thing|TRACNBG128F425B49E|224.165|235.78077|1997|
Pablo Montero|Ni Gota De Rencor|Donde Estas Corazon|TRACNBU128F930EDBB|195.808|199.94077|0|
Papa Wemba|Maria|M'Zee Fulangenge|TRACNDP12903CDA658|271.772|278.59546|0|Kasai, Zaire
John Hammond|Come To Find Out|In Your Arms Again|TRACNJR128F4262E27|237.261|247.32689|2005|
Pride Tiger|56 Days|The Lucky Ones|TRACNVF128F428EA87|224.514|229.22404|2007|
Ten Years After|Victim Of Circumstance|Live 1990|TRACNXS128F93395BA|248.79|248.78975|1989|Nottingham, England
Sweet|Airheads|Sweetlife|TRACNXU12903C9CDFF|305.935|318.9024|0|London, England
Helen Love|Bubblegum|Radio Hits 2|TRACNYM12903CDF543|139.993|145.78893|1997|Cardiff, Wales
Bamberg Symphony Orchestra and Hans Swarowsky|Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto|Brahms: The Complete Symphonies and Hungarian Dances|TRACNZU12903CACFCF|145.984|151.01342|0|
Tomorrow|Colonel Brown (1999 Digital Remaster)|Tomorrow|TRACOAF128F145D996|165.912|173.26975|0|
Ty Herndon;Stephanie Bentley|Heart Half Empty|This Is Ty Herndon:  Greatest Hits|TRACOBC128F4266853|284.102|295.3922|0|Meridian, MS
Gary Morris|You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version)|Greatest Hits Vol. II|TRACOGY128F92FE95C|220.085|228.5971|0|Fort Worth, TX
Chimaira|The Flame|Resurrection|TRACOHQ128F424C5EF|323.186|323.18649|2007|Cleveland, OH
Faye Adams|My Greatest Desire|Shake A Hand|TRACOIZ128F933E368|140.353|144.1171|1961|Newark, NJ
Cali|Sta giu' (feat. Dj Rockdrive)|L'odio del mondo rese l'uomo schiavo dell'amore|TRACOLN12903CCAF8B|219.951|222.17098|0|Vernet les Bains
X-Static|Murderous Style|The Best Of X-Static|TRACOSS12903CE4724|259.309|262.79138|0|
Deborah Allen|I Will Always Love You|Karaoke: Country Queen - Singing to the Hits|TRACOSY128F92F12B7|178.927|189.57016|2005|Memphis, TN
The Master Musicians of Jajouka featuring Bachir Attar|The Truth Forever|The Master Musicians of Jajouka|TRACOTC128F1455F32|623.725|623.72526|0|London, England
John Holt|The Tide Is High - Original|John Holt's 21 Miles From You|TRACOTY128F930BCFA|165.03|170.50077|0|Kingston, Jamaica
The Prodigy|Music Reach (1/2/3/4) (Remastered)|Experience: Expanded (Remastered)|TRACOUL128F425BDE0|249.661|252.52526|0|Braintree, Essex, England
Tina Britt|He Put The Hurt On Me|Blue All The Way|TRACOVO128F1470021|168.176|177.94567|2006|Florida
Sonny Terry & Brownie McGhee|Be Good To Me|Sonny Terry & Brownie McGhee_ Vol. A (1938-1941)|TRACPEU128F426EB1F|164.066|168.64608|0|Massachusetts
MxPx|Answer In The Question|The Ever Passing Moment|TRACPIC128E0792500|129.88|129.88036|2000|Bremerton, WA
Fort Minor (Featuring Mr. Hahn)|Slip Out The Back (Album Version)|The Rising Tied|TRACPKD128F14539CD|236.669|236.66893|2005|LA California
Dean Elliott And His Big Band|Lonesome Road (1995 Digital Remaster)|Ultra-Lounge / Space-Capades  Volume Three|TRACPNW128F92F8C8E|145.328|150.33424|0|
Enslavement Of Beauty|Ye That Tempteth_ Ye That Bequeth|Megalomania|TRACPRG12903CB8E83|234.092|239.90812|2001|NORWAY
liquid soul & freq|Liquid Frequencies (liquid Soul Mix)|extrasensory perception compiled by martin & Liquid Soul|TRACPUC128F92ED1D1|398.582|402.62485|0|
C.J. Chenier|Banana Man|Zydeco Champs|TRACPVU128F933FDD5|182.77|189.33506|1992|Port Arthur, TX
Mercedes Castro|El Cara Bonita|Que Todo Mexico Se Entere|TRACPYD128EF362285|125.022|129.74975|0|
Snow Patrol|Chocolate|Signal Fire|TRACPZH128F9311764|173.053|181.57669|2003|Dundee, Scotland
Sex Pistols|New York (Dave Goodman Demo Version) (Explicit)|The Sex Pistols|TRACQFK128F14658B3|179.397|186.40934|0|
Pinchers|For Your Eyes Only|King Jammy's: Selector's Choice Vol. 2|TRACQIL128F931B8AD|189.318|195.10812|0|
Trick Trick / Eminem|Welcome 2 Detroit|The People Vs.|TRACQIR128F42BAA06|274.657|285.49179|2005|
Michael Jackson|HISTORY|King Of Pop|TRACQIS128F92CBED8|243.879|249.99138|1995|
Facto Delafe y las flores azules|Enero en la playa (Edit)|Facto Delafe y las flores azules VS El monstruo de las ramblas|TRACQUB128F427BA42|154.43|158.45832|2005|
Dora The Explorer|Travel Song (Reprise)|Dora The Explorer Party Favorites|TRACRAR128F92F3B74|62.787|68.98893|2008|
J.J. Cale|Midnight In Memphis|The Very Best Of J.J. Cale|TRACRBQ128F4263964|260.882|263.94077|1997|Oklahoma City, OK
DJ Spinn|Feelin You|Juke Trax Online Vol. 6|TRACRHZ12903CAF6A4|299.212|312.94649|0|
Theodis Ealey|This Time I Know|Let Me Put The Head In It - Blues And Soul Mix|TRACRJZ128F4244626|216.828|227.44771|0|Georgia
Janet Paschal|God Will Make A Way|The Good Road|TRACRNT128F426FA27|303.972|316.36853|0|North Carolina
Everyday Sunday|Don't Leave|Stand Up|TRACRON12903CB59E6|250.358|269.73995|2002|Columbus, OH
Peggy Zina|O Hiroteros Ehthros Mou|To Pathos Ine Aformi|TRACROV128F92F6D6F|194.026|200.38485|2009|
Souls Of Mischief|Spark|Urban Renewal Program|TRACRQV12903CC995F|210.338|220.96934|2002|Oakland, CA
Hacken Lee|He Jiu Bi Hun|De Xin Ying Shou Yan Chang Hui 2006|TRACRRO128F92F34B9|188.525|188.52526|0|
Bad Brains|Destroy Babylon|Live at CBGB 1982|TRACRTS128F9300F7E|85.263|85.26322|1983|Washington, D.C.
Raze|Follow Your Dreams (The Plan Album Version)|The Plan|TRACRVJ128F14661D6|192.493|196.64934|0|Wisconsin
The Presets|Yippiyo-Ay|Apocalypso|TRACSBL128F42480E8|267.685|271.85587|2008|Sydney, Australia
Steve Wilson|Your God Isn't Listening|Steppin' It Up A Notch|TRACSFC12903CEAF33|251.315|260.38812|0|Texas
Jennifer Lopez|Talk About Us|On The 6 / J. Lo (Coffret 2 CD)|TRACSIE128F427F98E|269.328|275.69587|1999|The Bronx, New York
A.Z.|Sosa (Explicit)|Pieces Of A Man|TRACSND128F426983F|120.546|125.41342|1998|Oakland, CA
Chris Farlowe|Gangster Of Love|Glory Bound [Original Recording Remastered]|TRACSXC12903CF9525|237.372|242.88608|0|Essex, England
Silverstein|FRIENDS IN FALL RIVER  (LP Version)|18 CANDLES: THE EARLY YEARS|TRACTBH128F422F31B|173.053|181.81179|2006|Burlington, Ontario, Canada
Kris Kristofferson|Road Warrior's Lament|Broken Freedom Song: Live From San Francisco|TRACTHF128F4295A22|246.213|259.68281|0|Brownsville, TX
Alice In Chains|Brother|Music Bank|TRACTIE128F92E473B|260.278|267.36281|1992|Seattle, WA
The Charms|Ascolta mio dio|Trelokoritso - Oles oi epityxies|TRACTIU12903D1614D|119.728|130.82077|0|Mass. - Boston
Matisyahu|Exaltation|Live at Stubb's|TRACTLX128F42A51F6|417.671|417.67138|2004|Brooklyn, NY
Jongo Trio|Morena Boca De Ouro|Jongo Trio|TRACTOP128F147AAE1|156.874|163.36934|0|
Donny Hathaway|I Love You More Than You'll Ever Know (LP Version)|A Donny Hathaway Collection|TRACTQD128F14B0F9D|308.86|322.87302|1990|Chicago, IL
Sapo|El Mes Alt|Pastanaga|TRACTTU128F423E9BC|216.921|219.74159|2003|California - LA
Eddie Money|Two Tickets To Paradise|Playlist: The Very Best Of Eddie Money|TRACTUH128F92C93A3|180.024|189.30893|1977|Brooklyn, NY
Thomas Battenstein|Nun singet und seid froh|Stille Nacht|TRACTWH12903CE2E46|116.448|123.11465|0|
Cracker|Shake Some Action|Clueless / Original Motion Picture Soundtrack|TRACTWW12903CB7550|257.248|263.8624|1995|Richmond VA
Sade|Smooth Operator|Diamond Life|TRACUCQ128F92FFBF7|287.277|298.89261|1983|Ibadan, Nigeria
Photo Atlas|Red Orange Yellow|No_ Not Me_ Never|TRACUCT128F422BC2F|181.481|189.75302|2007|Denver, CO
Kenny Price|Biloxi|Travelling Country|TRACUDB128F932030C|124.889|129.25342|0|
3 Doors Down|Sarah Yellin'|The Better Life - Deluxe Edition|TRACUEE128F427EA05|208.979|208.97914|2002|Escatawpa, MS
Elliot Goldenthal|Bullet Frenzy|S.W.A.T.|TRACUGA128F14ACFB8|571.391|617.82159|2003|New York, NY
Delroy Wilson|Baby You Got What It Takes - Original|Delroy Wilson Selected Hits|TRACUIZ128F92D984B|187.246|191.50322|0|Kingston, Jamaica
Arkona|Zalozniy|Vosrozdenie|TRACUJR12903CA4D39|247.013|247.01342|0|
Soilwork|Machine Gun Majesty [Live] (Album Version)|The chainheart machine|TRACUMR128F932C675|318.758|323.21261|2000|Helsingborg, Sweden
Horace Andy|Rastafari Prophecy|Livin' It Up + Dub: Limited edition|TRACUUJ128F422EFF8|273.421|284.47302|0|Kingston, Jamaica
Shaggy|Alimony|Original Doberman|TRACUVF128F4250C51|223.62|232.30649|1994|Kingston, Jamaica
The Rapture|Killing|Echoes|TRACUXJ128E0785F2B|211.075|218.22649|2003|
Nicole C. Mullen|This This (LP Version)|Everyday People|TRACVBQ128E07855EE|157.373|164.8322|0|
Dinosaur Jr|On The Brink|Without A Sound|TRACVFF12903CF055A|175.299|194.40281|1994|Amherst, MA
Los Van Van|Consuelate Como Yo|Llego... Van Van|TRACVGF128F4277847|252.697|263.60118|0|Cuba
Snow Patrol|Half The Fun|Final Straw|TRACVSS128E07846A7|172.141|174.602|2004|Dundee, Scotland
Lara|Damit Du Dich in mich verliebst|Wahnsinn|TRACVTG128F92FE985|187.582|192.46975|2009|
Outerspace|Drive By Music|Blood Brothers|TRACVTK128F4288966|194.171|200.9073|2006|Philadelphia, PA
Les Sexareenos|Ruby D.|14 Frenzied Shakers|TRACVZM12903CEAD72|98.899|98.89914|2001|
DJ Spinn|Bounce Back|Juke Trax Online Vol. 6|TRACWBD12903CAF664|228.426|240.43057|0|
Stevie Ray Vaughan And Double Trouble|Empty Arms|Martin Scorsese Presents The Blues: Stevie Ray Vaughan|TRACWBO128F92F322F|180.251|184.2673|1996|Dallas, TX
The Creation|Hey Joe|Our Music Is Red  - With Purple Flashes|TRACWBS128F932C993|244.071|250.27873|1967|Middlesex, England
The Balustrade Ensemble|Fall Away Into Darkness|Capsules|TRACWCG128F9344150|264.452|285.3873|2007|san francisco
The Box Tops|Neon Rainbow|The Letter/Neon Rainbow|TRACWCV128F429D196|171.746|177.3971|1967|Memphis, TN
Terry Callier|Blues|Essential_ The Very Best Of...|TRACWEH128F1456890|169.546|180.50567|2001|Chicago
Astarte|Risen From Within|Rise From Within|TRACWNC128F42ABB99|166.005|173.81832|2000|Athens, Greece
Elakelaiset|Humppa|In Humppa We Trust-Live!|TRACWON128F429BE8D|182.831|182.83057|1996|
Prisma|winning friends|Contact?|TRACWRW12903CC3CA2|219.663|219.66322|0|Switzerland
Anubis Spire|It Has Been A Long Time_ Hasn't It|Old Lions (in the world of snarling sheep)|TRACWSJ128F42739DE|312.163|316.89098|0|NY - Upstate NY
Beaver Harris|Glo-Billy-Vee-Vee|African Drums|TRACWVL128F93016B4|193.462|193.4624|0|Pittsburgh, PA
Darwin Hobbs|You Are God (Broken Album Version)|Broken|TRACWYD128F1465B4A|343.458|352.86159|2003|
Jerry Yan|XI GUAN LIANG GE REN|My Secret Lover_ Jerry Yan|TRACXDB12903CA4432|242.474|252.18567|0|
Tommy James & The Shondells|Crimson And Clover|The Boat That Rocked|TRACXGH128F931686C|315.31|324.70159|1969|Dayton, OH
Marcus Miller|Outro Duction|Original Album Classics|TRACXGV128F9349C63|52.009|52.00934|2005|Brooklyn, NY
Charles Williams|Barrage|Moods|TRACXHN12903CD2B4C|87.875|87.87546|0|Texas
John And The Bluesbreakers Mayall|A Hard Road|PADLOCK ON THE BLUES|TRACXIQ128F92E25AB|288.868|304.8224|1967|
Checkers|Oh Oh Oh Baby|Flame In My Heart|TRACXJP128F92E3693|124.889|135.70567|0|
Babbie Mason|"""Isn't That Just Like God (Low Key Performance Track Without Background Vocals)"|Isn't That Just Like God (Studio Track)|TRACXOY128F934CEDC|223.19|236.2771|0|United States
The Grease Band|Laughed At The Judge|Grease Band & Amazing Grease|TRACXQB128F42A7FA1|309.29|325.25016|0|
Bally Sagoo|Mele Wich Ayee (Shaan Remix)|Wham Bam!! Bhangra Remixes|TRACXRL128F9317EAE|359.282|373.39383|0|
Champion Jack Dupree|Christina Christina Blues|Champion Jack Dupree Of New Orleans|TRACXTK128F92CC024|190.74|200.80281|0|New Orleans, LA
Z.Z. Hill|Faithful and True (Collectors Version)|The Brand New Z.Z. Hill|TRACXUW128F93093F5|329.427|333.322|1971|Naples, TX
John Michael Talbot|Pass Through My Will|Master Collection_ Vol. 1|TRACYBU128F14AE4DD|108.507|113.78893|1989|Oklahoma City, OK
Britney Spears|Don't Go Knockin' On My Door|Oops!... I Did It Again|TRACYCJ128F9309246|214.698|223.52934|2000|Kentwood, LA; Los Angeles, CA
Skeletonwitch|Sacrifice for the Slaughtergod|Beyond the Permafrost|TRACYDP128F932BC8E|169.059|173.37424|2007|
Charlie Cruz|Si No Te Hubieras Ido|Asi Soy|TRACYHQ12903CCE804|286.076|288.83546|0|
Kix|Cold Blood (LP Version)|Blow My Fuse|TRACYMH12903CA01DF|242.451|257.2273|0|Hagerstown, MD
Indigenous|Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)|Uganda|TRACYMT128F933333D|194.908|201.482|0|South Dakota
True Believers|I Worship You|Break Through|TRACYND128F423E23D|274.721|281.88689|0|
Los Abuelos De La Nada|Lunes Por La Madrugada|El Album|TRACYOR128F427FB1D|189.08|194.01098|1984|
Slightly Stoopid|Jimi Baby|Winter Tour '05 - '06|TRACYOV128F92CB613|108.344|118.49098|0|Ocean Beach, San Diego, CA
Maximilian Hecker|Full Of Voices|Live Radio Sessions|TRACYPF128F9338DE0|192.952|205.7922|2005|
Leroy Hutson|More Where That Came From - Original|Leroy Hutson Selected Hits Vol. 2|TRACYTM128F933A555|312.372|323.99628|0|Newark, NJ
Whitesnake|Fool For Your Loving|Whitesnake's Greatest Hits|TRACYXW128F4297569|240.054|250.3571|1980|London, England
Semisonic|If I Run|20th Century Masters: The Millennium Collection: Best Of Semisonic|TRACZDR128F14599BC|248.018|258.92526|1993|Minneapolis, MN
Laid Back|Maybe I'm Crazy (Single original version_ 2008 Digital Remaster)|Good Vibes - The Very Best of Laid Back|TRACZDY128F92EE2F1|186.717|196.72771|0|Denmark
Willie Clayton|Heart Of The City (Soul and R&B)|Something To Talk About|TRACZEZ12903CF673A|225.367|238.39302|0|Indianola, MS
Novaspace|Guardian Angel|Supernova|TRACZJA128F429E665|227.027|231.54893|2002|Berlin, Germany
Tom Barabas|Melodioso|Mosaic|TRACZPB128F92FBE3F|240.774|249.20771|0|
Carlos Ponce|Escuchame|La Historia|TRADABC128F4274FCC|190.346|195.5522|2003|
Colin James|Sending A Message|Traveler|TRADACR12903CD10C1|222.859|233.7171|2003|Regina, Saskatchewan, Canada
